orderdate,revenue,productline,customername,city,country,month
2003-11-05,1759.34,Classic Cars,Gift Depot Inc.,Bridgewater,USA,2003-11
2003-11-05,1869.84,Classic Cars,Gift Depot Inc.,Bridgewater,USA,2003-11
2003-11-05,1931.8200000000002,Classic Cars,Gift Depot Inc.,Bridgewater,USA,2003-11
2003-11-05,4373.53,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2484.0,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,4039.2000000000003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,1432.3400000000001,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,3941.0299999999997,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,3081.32,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,1591.52,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2694.52,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2618.12,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,1623.51,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2279.16,Classic Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,925.97,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,1064.3400000000001,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2268.9500000000003,Classic Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,1249.5,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-05,2056.7799999999997,Vintage Cars,Rovelli Gifts,Bergamo,Italy,2003-11
2003-11-06,7067.58,Classic Cars,"Australian Gift Network, Co",South Brisbane,Australia,2003-11
2003-11-06,4877.92,Trucks and Buses,"Australian Gift Network, Co",South Brisbane,Australia,2003-11
2003-11-06,5208.0,Trucks and Buses,"Australian Gift Network, Co",South Brisbane,Australia,2003-11
2003-11-06,4613.8,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Australia,2003-11
2003-11-06,2169.23,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Australia,2003-11
2003-11-06,3949.11,Classic Cars,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,2834.52,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,4889.76,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,2441.5499999999997,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,4370.59,Classic Cars,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,4837.24,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,3399.2000000000003,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,1190.66,Classic Cars,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,1970.54,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,2543.0,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,1630.96,Trucks and Buses,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,3398.64,Classic Cars,"Stylish Desk Decors, Co.",London,UK,2003-11
2003-11-06,5485.92,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,6816.879999999999,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,8045.5,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,2783.3999999999996,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,5067.0,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,1498.23,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,2949.88,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,1367.08,Trains,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,2529.08,Trucks and Buses,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-06,1981.32,Trains,L'ordine Souveniers,Reggio Emilia,Italy,2003-11
2003-11-07,2607.51,Vintage Cars,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2690.33,Trains,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2887.5,Vintage Cars,CAF Imports,Madrid,Spain,2003-11
2003-11-07,5776.0,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,3584.7,Vintage Cars,CAF Imports,Madrid,Spain,2003-11
2003-11-07,1408.08,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2416.4500000000003,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2058.56,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,3878.6000000000004,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2002.08,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-07,2118.4,Ships,CAF Imports,Madrid,Spain,2003-11
2003-11-08,3166.08,Classic Cars,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,5364.66,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,2892.1400000000003,Ships,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,5030.88,Vintage Cars,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,2305.8799999999997,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,1775.25,Vintage Cars,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,1444.1699999999998,Vintage Cars,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,1924.5000000000002,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,2954.6000000000004,Ships,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,2018.28,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,3064.95,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-08,1876.95,Planes,Alpha Cognac,Toulouse,France,2003-11
2003-11-11,1986.96,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,4936.88,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,1799.5500000000002,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,3910.5000000000005,Motorcycles,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,1535.28,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,1468.8000000000002,Vintage Cars,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,1743.63,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,2462.0,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,3120.0,Planes,Kelly's Gift Shop,Auckland  ,New Zealand,2003-11
2003-11-11,2220.2400000000002,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,4196.22,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,6749.01,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,5241.599999999999,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1211.5,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1240.26,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,6481.64,Classic Cars,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,4706.4,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1727.6000000000001,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,2133.25,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1923.8799999999999,Classic Cars,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1135.26,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,2245.1,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-11,1571.85,Motorcycles,Daedalus Designs Imports,Lille,France,2003-11
2003-11-12,4202.82,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,3189.76,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,1340.6,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,3855.6,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,5480.64,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,5226.48,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,1643.1799999999998,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,2718.45,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,3528.36,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,6629.85,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,2195.1,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,2651.66,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,5344.5599999999995,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,1539.52,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,1215.45,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,1253.27,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,3054.25,Classic Cars,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-12,2080.5,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,1414.72,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,7031.200000000001,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2070.62,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2110.4,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2835.0,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2848.23,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,3180.6,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2696.7599999999998,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2970.4,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,1242.54,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,1235.97,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,3140.64,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2325.4,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,2429.46,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,4669.7,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-12,802.24,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,2003-11
2003-11-13,4140.23,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,3557.6800000000003,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,4706.8,Trucks and Buses,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,2278.5,Trucks and Buses,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,3373.6600000000003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,1997.58,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,1981.3200000000002,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,2491.86,Trucks and Buses,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,1690.3999999999999,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,3845.07,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,2565.64,Trucks and Buses,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-13,1977.5400000000002,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,2003-11
2003-11-14,3902.39,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,6703.12,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,5476.3,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,2673.88,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,4646.599999999999,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,1773.82,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,2821.68,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,1262.52,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,5621.77,Classic Cars,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,3898.5,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,1732.17,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,2833.44,Trains,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,4167.0,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,Spain,2003-11
2003-11-14,4101.93,Classic Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,4836.150000000001,Classic Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,6324.009999999999,Classic Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,3480.4,Vintage Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,4644.71,Trains,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,4984.98,Classic Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,4125.19,Vintage Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,3170.7,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,2745.6,Vintage Cars,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,937.2,Trains,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,1358.07,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,2390.4,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,2396.16,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,3669.29,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,2053.7,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,1330.0,Ships,Mini Creations Ltd.,New Bedford,USA,2003-11
2003-11-14,2828.7999999999997,Classic Cars,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,4390.08,Planes,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,2339.84,Ships,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,4529.16,Vintage Cars,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,1326.3799999999999,Planes,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,1256.43,Vintage Cars,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,2475.72,Vintage Cars,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,1933.44,Ships,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-14,1195.88,Planes,"Double Decker Gift Stores, Ltd",London,UK,2003-11
2003-11-15,3155.4,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,4429.34,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,2406.28,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,2127.84,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,1897.82,Vintage Cars,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,1628.1100000000001,Vintage Cars,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,2888.3,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,4212.12,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,2448.0,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-15,3094.52,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-11
2003-11-18,4593.6,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,4248.4,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,8191.799999999999,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,1666.88,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,2395.0,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,2468.0,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,3604.04,Motorcycles,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,2787.19,Planes,Herkku Gifts,Bergen,Norway  ,2003-11
2003-11-18,3879.96,Motorcycles,Toys4GrownUps.com,Pasadena,USA,2003-11
2003-11-19,2472.54,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2003-11
2003-11-19,1776.52,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2003-11
2003-11-19,3771.6,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2003-11
2003-11-19,2701.2,Motorcycles,Euro+ Shopping Channel,Madrid,Spain,2003-11
2003-11-20,3268.86,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,4180.8,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2106.6,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2721.2400000000002,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2738.38,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2619.99,Motorcycles,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,4380.8,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2556.96,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,3414.84,Classic Cars,"Toms Spezialitäten, Ltd",Köln,Germany,2003-11
2003-11-20,2674.0800000000004,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,3082.6400000000003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,2923.2,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,3187.8,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,6017.41,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,4213.44,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,3566.4199999999996,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,5658.3,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,2664.74,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,2317.1,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,3971.18,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,2593.02,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,996.8999999999999,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,2218.88,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,4285.36,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-20,5055.3,Classic Cars,Online Diecast Creations Co.,Nashua,USA,2003-11
2003-11-21,2589.16,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2132.56,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,3213.0,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2542.68,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,5090.36,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,3155.68,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2439.64,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,1274.16,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2239.97,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2539.84,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,2208.7200000000003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,1657.0,Classic Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,836.9399999999999,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,896.0,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,839.52,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-21,1850.3999999999999,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,2003-11
2003-11-25,8550.78,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,3495.44,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,4726.06,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,2180.64,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,2297.25,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,3642.24,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,1959.3899999999999,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,5510.54,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,2850.85,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,2394.99,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,2103.92,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,2003-11
2003-11-25,5806.5,Trucks and Buses,Mini Classics,White Plains,USA,2003-11
2003-11-25,3757.5899999999997,Classic Cars,Mini Classics,White Plains,USA,2003-11
2003-11-25,3951.85,Trucks and Buses,Mini Classics,White Plains,USA,2003-11
2003-11-25,7535.5,Classic Cars,Mini Classics,White Plains,USA,2003-11
2003-11-25,2390.52,Classic Cars,Mini Classics,White Plains,USA,2003-11
2003-11-25,1018.24,Classic Cars,Mini Classics,White Plains,USA,2003-11
2003-11-25,3257.54,Classic Cars,Mini Classics,White Plains,USA,2003-11
2003-11-25,1662.4,Trucks and Buses,Mini Classics,White Plains,USA,2003-11
2003-11-25,1947.99,Trains,Mini Classics,White Plains,USA,2003-11
2003-11-25,4764.27,Trucks and Buses,Mini Classics,White Plains,USA,2003-11
2003-11-26,9571.08,Classic Cars,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,3625.92,Classic Cars,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,5588.66,Classic Cars,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,6224.47,Vintage Cars,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,2858.8,Trains,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,3412.53,Classic Cars,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,2613.72,Trains,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,4244.0,Ships,Super Scale Inc.,New Haven,USA,2003-11
2003-11-26,5324.4,Classic Cars,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,3838.24,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,1886.5,Vintage Cars,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,3949.4999999999995,Vintage Cars,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,4484.17,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,3910.4,Vintage Cars,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,1494.46,Vintage Cars,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,1380.0,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,1890.0,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,3325.0,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,2704.59,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,3093.65,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,1152.1699999999998,Planes,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-26,2040.7800000000002,Ships,Enaco Distributors,Barcelona,Spain,2003-11
2003-11-27,6292.02,Planes,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-11-27,2926.56,Planes,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-11-27,1668.8700000000001,Vintage Cars,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-11-27,2816.9300000000003,Planes,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-11-27,3978.6600000000003,Planes,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-11-27,2961.2,Planes,Cruz & Sons Co.,Makati City,Philippines,2003-11
2003-12-01,1101.1299999999999,Vintage Cars,West Coast Collectables Co.,Burbank,USA,2003-12
2003-12-01,3901.92,Planes,West Coast Collectables Co.,Burbank,USA,2003-12
2003-12-01,2675.2000000000003,Planes,West Coast Collectables Co.,Burbank,USA,2003-12
2003-12-01,2081.52,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,3285.81,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,2740.92,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,2831.85,Motorcycles,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,1764.4499999999998,Vintage Cars,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,4488.51,Planes,"King Kong Collectables, Co.",Central Hong Kong,Hong Kong,2003-12
2003-12-01,1810.6,Motorcycles,Mini Wheels Co.,San Francisco,USA,2003-12
2003-12-01,2797.44,Motorcycles,Mini Wheels Co.,San Francisco,USA,2003-12
